SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START_x,HOUR_APPR_PROCESS_START_x,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_ANNUITY,EXT_SOURCE_2,SK_ID_BUREAU,CREDIT_ACTIVE,CREDIT_CURRENCY,DAYS_CREDIT,CREDIT_DAY_OVERDUE,CNT_CREDIT_PROLONG,AMT_CREDIT_SUM_OVERDUE,CREDIT_TYPE,DAYS_CREDIT_UPDATE,MOST_RECENT,DAYS_CREDIT_REC,MONTHS_BALANCE,STATUS,SK_ID_PREV,PREV_NAME_CONTRACT_TYPE,AMT_APPLICATION,WEEKDAY_APPR_PROCESS_START_y,HOUR_APPR_PROCESS_START_y,FLAG_LAST_APPL_PER_CONTRACT,NFLAG_LAST_APPL_IN_DAY,NAME_CASH_LOAN_PURPOSE,NAME_CONTRACT_STATUS,DAYS_DECISION,NAME_PAYMENT_TYPE,CODE_REJECT_REASON,NAME_CLIENT_TYPE,NAME_GOODS_CATEGORY,NAME_PORTFOLIO,NAME_PRODUCT_TYPE,CHANNEL_TYPE,SELLERPLACE_AREA,NAME_SELLER_INDUSTRY,NAME_YIELD_GROUP,PREV_APP_COUNT,PREV_APP_BINS
105746,0,Cash loans,M,N,N,0,270000.0,592560.0,Working,Secondary / secondary special,Civil marriage,Rented apartment,0.002506,-14914,-1945,-7163.0,-4178,1,1,0,1,0,0,2,2,FRIDAY,2,0,0,0,1,1,0,School,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32143.5,0.3889176301588485,5669164.0,Active,currency 1,-224.0,0.0,0.0,0.0,Consumer credit,-7.0,201-225,-224.0,,,1302767.0,Consumer loans,63819.0,SATURDAY,6.0,Y,1.0,XAP,Approved,-363.0,Cash through the bank,XAP,New,Audio/Video,POS,XNA,Regional / Local,300.0,Consumer electronics,low_normal,2.0,0-10
105748,0,Cash loans,F,N,N,0,90000.0,679500.0,Working,Secondary / secondary special,Married,House / apartment,0.022625,-18743,-1102,-8746.0,-2288,1,1,0,1,0,0,2,2,WEDNESDAY,13,0,0,0,0,1,1,Industry: type 11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26946.0,0.5592889283562482,5730114.0,Active,currency 1,-144.0,0.0,0.0,0.0,Consumer credit,-22.0,126-150,-144.0,0.0,0,2675640.0,Revolving loans,675000.0,SATURDAY,11.0,Y,1.0,XAP,Approved,-293.0,XNA,XAP,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1.0,XNA,XNA,3.0,0-10
105750,0,Cash loans,F,Y,Y,0,202500.0,1024740.0,Commercial associate,Higher education,Single / not married,With parents,0.005084,-10944,-1841,-4784.0,-3615,1,1,0,1,0,0,2,2,THURSDAY,14,0,0,0,0,0,0,Business Entity Type 3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52452.0,0.6528095843308658,6099811.0,Active,currency 1,-234.0,0.0,0.0,0.0,Consumer credit,-5.0,151-175,-175.0,0.0,X,2829841.0,Consumer loans,99900.0,TUESDAY,12.0,Y,1.0,XAP,Approved,-898.0,Cash through the bank,XAP,New,Clothing and Accessories,POS,XNA,Stone,26.0,Clothing,middle,1.0,0-10
105751,0,Cash loans,F,N,Y,2,292500.0,1350000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.032561,-16643,-1720,-10533.0,-188,1,1,0,1,1,0,1,1,WEDNESDAY,14,0,0,0,0,0,0,Business Entity Type 3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39604.5,0.6804400691641713,5935252.0,Active,currency 1,-324.0,0.0,0.0,0.0,Credit card,-12.0,More than 250,-324.0,,,2740158.0,Cash loans,1350000.0,WEDNESDAY,13.0,Y,1.0,XNA,Refused,-126.0,Cash through the bank,HC,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1.0,XNA,low_action,9.0,0-10
105752,0,Cash loans,M,Y,Y,1,157500.0,634482.0,Working,Secondary / secondary special,Married,House / apartment,0.019101,-17130,-238,-3476.0,-676,1,1,0,1,0,0,2,2,TUESDAY,14,0,0,0,0,0,0,Self-employed,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24714.0,0.5729739687880481,5744177.0,Closed,currency 1,-2427.0,0.0,0.0,0.0,Consumer credit,-106.0,More than 250,-2427.0,0.0,C,2397150.0,Cash loans,157500.0,SUNDAY,12.0,Y,1.0,XNA,Approved,-646.0,Cash through the bank,XAP,Refreshed,XNA,Cash,x-sell,AP+ (Cash loan),4.0,XNA,high,3.0,0-10
105753,0,Cash loans,F,Y,N,2,135000.0,244584.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0.010032,-10914,-1669,-5090.0,-266,1,1,0,1,0,0,2,2,TUESDAY,10,0,0,0,0,0,0,Industry: type 12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9351.0,0.2113159567618281,6192314.0,Active,currency 1,-133.0,0.0,0.0,0.0,Consumer credit,-7.0,126-150,-132.0,0.0,0,2188858.0,Cash loans,67500.0,TUESDAY,7.0,Y,1.0,XNA,Approved,-700.0,Cash through the bank,XAP,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1.0,XNA,middle,3.0,0-10
105755,0,Cash loans,M,Y,N,0,126000.0,536917.5,Working,Secondary / secondary special,Married,House / apartment,0.009549,-13515,-2444,-7624.0,-5169,1,1,0,1,0,0,2,2,SATURDAY,11,0,0,0,0,0,0,Self-employed,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27544.5,0.5292055579329057,6835860.0,Active,currency 1,-186.0,0.0,0.0,0.0,Consumer credit,-4.0,176-200,-186.0,0.0,0,2021411.0,Revolving loans,0.0,MONDAY,15.0,Y,1.0,XAP,Approved,-1090.0,XNA,XAP,Repeater,XNA,Cards,x-sell,Contact center,-1.0,XNA,XNA,2.0,0-10
105756,0,Cash loans,F,N,N,0,135000.0,74628.0,Working,Secondary / secondary special,Widow,House / apartment,0.04622,-17256,-1791,-3674.0,-721,1,1,0,1,0,0,1,1,SUNDAY,18,0,0,0,0,0,0,Self-employed,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8437.5,0.6946071693662951,5907004.0,Closed,currency 1,-324.0,0.0,0.0,0.0,Consumer credit,-18.0,More than 250,-324.0,0.0,C,2554325.0,Consumer loans,82683.0,SATURDAY,13.0,Y,1.0,XAP,Unused offer,-324.0,Cash through the bank,CLIENT,Repeater,Mobile,XNA,XNA,Country-wide,20.0,Connectivity,XNA,10.0,0-10
105757,0,Cash loans,F,N,Y,0,135000.0,662733.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.031329,-23224,365243,-5739.0,-3939,1,0,0,1,0,0,2,2,TUESDAY,8,0,0,0,0,0,0,XNA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26059.5,0.6227134109702043,5577535.0,Closed,currency 1,-783.0,0.0,0.0,0.0,Consumer credit,-418.0,More than 250,-783.0,,,2124018.0,Revolving loans,0.0,THURSDAY,12.0,Y,1.0,XAP,Canceled,-145.0,XNA,XAP,Repeater,XNA,XNA,XNA,Credit and cash offices,-1.0,XNA,XNA,12.0,11-20
105759,0,Cash loans,F,N,Y,0,85500.0,417024.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.010147,-20085,365243,-8179.0,-3531,1,0,0,1,1,0,2,2,MONDAY,14,0,0,0,0,0,0,XNA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18499.5,0.665138409948743,6455277.0,Active,currency 1,-1421.0,0.0,0.0,0.0,Credit card,-630.0,More than 250,-1017.0,,,2094918.0,Cash loans,688500.0,TUESDAY,10.0,Y,1.0,XNA,Approved,-167.0,Cash through the bank,XAP,Repeater,XNA,Cash,x-sell,AP+ (Cash loan),5.0,XNA,low_action,2.0,0-10
105761,0,Cash loans,F,N,Y,0,315000.0,839259.0,Working,Higher education,Single / not married,House / apartment,0.008019,-19395,-4994,-6797.0,-2400,1,1,0,1,1,0,2,2,THURSDAY,16,1,1,0,1,1,0,Business Entity Type 3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44712.0,0.2403756886086576,5841614.0,Closed,currency 1,-647.0,0.0,0.0,0.0,Credit card,-119.0,More than 250,-647.0,,,2611214.0,Cash loans,1143000.0,TUESDAY,17.0,Y,1.0,XNA,Approved,-121.0,Cash through the bank,XAP,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1.0,XNA,low_normal,6.0,0-10
105762,0,Cash loans,F,N,Y,0,135000.0,828081.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0.01885,-17185,-2815,-4942.0,-733,1,1,0,1,0,0,2,2,MONDAY,15,0,0,0,0,1,1,Business Entity Type 3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29871.0,0.5454915083495068,5976399.0,Closed,currency 1,-2652.0,0.0,0.0,0.0,Consumer credit,-2064.0,More than 250,-2652.0,-77.0,0,2827829.0,Cash loans,0.0,FRIDAY,9.0,Y,1.0,XNA,Canceled,-45.0,XNA,XAP,Repeater,XNA,XNA,XNA,Credit and cash offices,-1.0,XNA,XNA,10.0,0-10
105763,0,Cash loans,M,Y,Y,0,157500.0,229500.0,Working,Higher education,Single / not married,House / apartment,0.0145199999999999,-9366,-1841,-1431.0,-2051,1,1,0,1,0,0,2,2,THURSDAY,11,0,0,0,1,1,0,Government,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12577.5,0.2960113966115533,6737278.0,Active,currency 1,-533.0,0.0,0.0,0.0,Credit card,-17.0,226-250,-231.0,0.0,0,2411485.0,Consumer loans,50319.0,FRIDAY,14.0,Y,1.0,XAP,Approved,-664.0,Cash through the bank,XAP,Repeater,Mobile,POS,XNA,Country-wide,120.0,Connectivity,low_normal,3.0,0-10
105764,0,Cash loans,M,N,N,0,270000.0,1125000.0,Working,Higher education,Married,House / apartment,0.04622,-20978,-1637,-10074.0,-4435,1,1,1,1,0,0,1,1,FRIDAY,15,0,1,1,0,1,1,Business Entity Type 3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,32895.0,0.7794053476304097,5078195.0,Active,currency 1,-1088.0,0.0,0.0,0.0,Credit card,-11.0,More than 250,-667.0,,,1005394.0,Consumer loans,85455.0,SUNDAY,17.0,Y,1.0,XAP,Approved,-1494.0,Cash through the bank,XAP,New,Audio/Video,POS,XNA,Country-wide,15.0,Connectivity,high,1.0,0-10
105765,0,Cash loans,F,N,Y,3,339750.0,545040.0,Commercial associate,Higher education,Separated,House / apartment,0.006629,-11543,-770,-3958.0,-209,1,1,0,1,0,0,2,2,THURSDAY,9,0,0,0,1,1,1,Other,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26640.0,0.4102984058261148,5279909.0,Active,currency 1,-240.0,0.0,0.0,0.0,Credit card,-12.0,76-100,-91.0,,,2101699.0,Consumer loans,50179.5,FRIDAY,12.0,Y,1.0,XAP,Approved,-55.0,XNA,XAP,Repeater,Mobile,POS,XNA,Stone,50.0,Connectivity,middle,3.0,0-10
105766,0,Revolving loans,M,N,N,1,360000.0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0.04622,-12287,-3502,-677.0,-1876,1,1,0,1,0,0,1,1,MONDAY,17,0,1,1,0,0,0,Legal Services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9000.0,0.6438404923326116,6494104.0,Active,currency 1,-158.0,0.0,0.0,0.0,Consumer credit,-4.0,151-175,-158.0,,,1465843.0,Consumer loans,40455.0,MONDAY,20.0,Y,1.0,XAP,Approved,-133.0,Cash through the bank,XAP,Repeater,Mobile,POS,XNA,Country-wide,15.0,Connectivity,high,7.0,0-10
105768,0,Cash loans,M,Y,Y,1,162000.0,514777.5,Working,Secondary / secondary special,Married,House / apartment,0.018029,-14163,-1834,-4346.0,-4346,1,1,0,1,0,0,3,2,TUESDAY,8,0,0,0,0,0,0,Self-employed,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50278.5,0.4505248994106231,5334806.0,Closed,currency 1,-1495.0,0.0,0.0,0.0,Consumer credit,-1178.0,More than 250,-1495.0,,,2175659.0,Cash loans,0.0,TUESDAY,12.0,Y,1.0,XNA,Canceled,-98.0,XNA,XAP,Repeater,XNA,XNA,XNA,Credit and cash offices,-1.0,XNA,XNA,9.0,0-10
105769,0,Revolving loans,F,N,Y,0,76500.0,135000.0,Working,Higher education,Single / not married,House / apartment,0.022625,-8912,-707,-3630.0,-1578,1,1,0,1,0,0,2,2,SATURDAY,13,0,0,0,0,0,0,Business Entity Type 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6750.0,0.298436858049011,,,,,,,,,,,,,,1448308.0,Consumer loans,37966.5,SUNDAY,13.0,Y,1.0,XAP,Approved,-503.0,Cash through the bank,XAP,New,Audio/Video,POS,XNA,Country-wide,32.0,Connectivity,high,1.0,0-10
105770,0,Cash loans,M,N,Y,2,180000.0,269550.0,Working,Secondary / secondary special,Married,House / apartment,0.009334,-14158,-95,-538.0,-4805,1,1,0,1,1,0,2,2,MONDAY,12,0,0,0,0,1,1,Self-employed,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14242.5,0.1344350323845638,,,,,,,,,,,,,,2435808.0,Consumer loans,22495.5,FRIDAY,17.0,Y,1.0,XAP,Approved,-2782.0,Cash through the bank,XAP,New,Mobile,POS,XNA,Country-wide,32.0,Connectivity,low_normal,1.0,0-10
105771,0,Cash loans,F,Y,Y,1,360000.0,1125000.0,Commercial associate,Higher education,Civil marriage,House / apartment,0.030755,-15940,-9203,-2935.0,-3813,1,1,0,1,0,0,2,2,THURSDAY,16,0,0,0,0,0,0,Other,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33025.5,0.7002322646955331,6640562.0,Active,currency 1,-49.0,0.0,0.0,0.0,Consumer credit,-11.0,26-50,-49.0,,,1783322.0,Cash loans,1350000.0,SATURDAY,15.0,Y,1.0,XNA,Approved,-782.0,Cash through the bank,XAP,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1.0,XNA,low_action,1.0,0-10
105772,0,Cash loans,F,N,Y,0,135000.0,545040.0,State servant,Higher education,Married,House / apartment,0.035792,-18376,-497,-3121.0,-1937,1,1,0,1,0,0,2,2,MONDAY,10,0,0,0,1,1,1,Medicine,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36553.5,0.3374610505816116,5065205.0,Active,currency 1,-146.0,0.0,0.0,0.0,Credit card,-22.0,126-150,-146.0,,,2348300.0,Cash loans,81000.0,SATURDAY,16.0,Y,1.0,Repairs,Refused,-289.0,Cash through the bank,HC,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1.0,XNA,middle,4.0,0-10
105773,0,Cash loans,F,N,N,0,144000.0,364896.0,Working,Secondary / secondary special,Widow,House / apartment,0.02461,-16589,-2029,-3525.0,-136,1,1,0,1,1,0,2,2,SATURDAY,10,0,0,0,0,1,1,Other,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19926.0,0.3142048187675215,5503746.0,Active,currency 1,-1202.0,0.0,0.0,0.0,Credit card,-17.0,101-125,-119.0,,,2697602.0,Cash loans,153000.0,TUESDAY,10.0,Y,1.0,XNA,Approved,-323.0,XNA,XAP,Repeater,XNA,Cash,x-sell,Contact center,-1.0,XNA,middle,8.0,0-10
105774,0,Cash loans,M,N,N,0,157500.0,673848.0,Working,Secondary / secondary special,Married,House / apartment,0.009334,-9543,-648,-614.0,-1979,1,1,0,1,0,0,2,2,TUESDAY,12,0,0,0,0,0,0,Industry: type 7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17905.5,0.4845355029620521,6510840.0,Active,currency 1,-44.0,0.0,0.0,0.0,Credit card,-19.0,26-50,-44.0,,,2324728.0,Cash loans,0.0,THURSDAY,13.0,Y,1.0,XNA,Canceled,-12.0,XNA,XAP,Repeater,XNA,XNA,XNA,Credit and cash offices,-1.0,XNA,XNA,5.0,0-10
105775,0,Revolving loans,F,Y,Y,0,135000.0,202500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0.020246,-23706,365243,-1377.0,-4294,1,0,0,1,1,0,3,3,MONDAY,12,0,0,0,0,0,0,XNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10125.0,0.2271588449253689,6493427.0,Closed,currency 1,-2416.0,0.0,0.0,0.0,Consumer credit,-1668.0,More than 250,-2416.0,,,2073826.0,Cash loans,99000.0,THURSDAY,6.0,Y,1.0,XNA,Approved,-445.0,Cash through the bank,XAP,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1.0,XNA,middle,8.0,0-10
105776,0,Cash loans,F,N,Y,0,567000.0,943902.0,Working,Secondary / secondary special,Single / not married,House / apartment,0.018029,-14943,-6486,-8989.0,-4433,1,1,0,1,0,0,3,3,SUNDAY,8,0,0,0,0,0,0,Other,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65826.0,0.6372043908550657,6456505.0,Active,currency 1,-283.0,0.0,0.0,0.0,Consumer credit,-9.0,51-75,-74.0,,,2638267.0,Consumer loans,168750.0,FRIDAY,16.0,Y,1.0,XAP,Approved,-261.0,Cash through the bank,XAP,New,Tourism,POS,XNA,Stone,50.0,Industry,middle,1.0,0-10
105777,0,Cash loans,F,N,Y,0,90000.0,225000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.0105,-23255,365243,-9396.0,-4847,1,0,0,1,0,0,3,3,THURSDAY,11,0,0,0,0,0,0,XNA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12694.5,0.6094684533943872,5167218.0,Active,currency 1,-945.0,0.0,0.0,0.0,Credit card,-5.0,0-25,-20.0,,,1668850.0,Consumer loans,76455.0,SATURDAY,12.0,Y,1.0,XAP,Approved,-1468.0,XNA,XAP,New,Consumer Electronics,POS,XNA,Country-wide,130.0,Consumer electronics,low_normal,1.0,0-10
105778,0,Cash loans,F,N,Y,0,238500.0,641529.0,Working,Secondary / secondary special,Married,House / apartment,0.0084739999999999,-13860,-6686,-2653.0,-742,1,1,0,1,0,0,2,2,THURSDAY,15,0,0,0,0,0,0,Business Entity Type 1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23697.0,0.6394055782078313,5201695.0,Active,currency 1,-1377.0,0.0,0.0,0.0,Credit card,-39.0,176-200,-184.0,,,1727071.0,Cash loans,0.0,SUNDAY,11.0,Y,1.0,XNA,Canceled,-18.0,XNA,XAP,Repeater,XNA,XNA,XNA,Credit and cash offices,-1.0,XNA,XNA,11.0,11-20
105779,0,Cash loans,F,N,Y,0,51750.0,152820.0,Pensioner,Secondary / secondary special,Separated,House / apartment,0.00712,-24111,365243,-8976.0,-4602,1,0,0,1,0,0,2,2,THURSDAY,9,0,0,0,0,0,0,XNA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15016.5,0.6666563059146251,,,,,,,,,,,,,,1183092.0,Consumer loans,125307.0,TUESDAY,17.0,Y,1.0,XAP,Approved,-576.0,Cash through the bank,XAP,Refreshed,Clothing and Accessories,POS,XNA,Regional / Local,20.0,Clothing,low_normal,1.0,0-10
105780,0,Revolving loans,M,Y,Y,1,225000.0,765000.0,Pensioner,Higher education,Married,House / apartment,0.030755,-17323,365243,-6155.0,-869,1,0,0,1,0,0,2,2,THURSDAY,13,0,0,0,1,0,0,XNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38250.0,0.6018171716423574,6789311.0,Active,currency 1,-50.0,0.0,0.0,0.0,Credit card,-5.0,26-50,-50.0,,,2370730.0,Cash loans,90000.0,WEDNESDAY,10.0,Y,1.0,XNA,Approved,-239.0,Cash through the bank,XAP,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1.0,XNA,low_normal,5.0,0-10
105781,0,Cash loans,M,Y,Y,0,157500.0,104256.0,Working,Secondary / secondary special,Married,House / apartment,0.035792,-15103,-3785,-6669.0,-4106,1,1,0,1,0,0,2,2,MONDAY,11,0,0,0,0,1,1,Self-employed,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12501.0,0.4249229750888236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105782,0,Cash loans,M,Y,Y,0,675000.0,450000.0,Working,Incomplete higher,Married,House / apartment,0.010006,-10533,-2437,-2448.0,-3198,1,1,0,1,0,0,2,1,WEDNESDAY,9,0,0,0,0,0,0,Emergency,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29299.5,0.7110058132282977,5318343.0,Active,currency 1,-259.0,0.0,0.0,0.0,Credit card,-2.0,More than 250,-259.0,,,2585675.0,Consumer loans,148455.0,WEDNESDAY,16.0,Y,1.0,XAP,Approved,-1624.0,Cash through the bank,XAP,Repeater,Computers,POS,XNA,Regional / Local,1450.0,Consumer electronics,middle,2.0,0-10
105783,0,Cash loans,F,Y,Y,0,247500.0,707287.5,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0.005002,-22483,365243,-7418.0,-2415,1,0,0,1,1,0,3,3,TUESDAY,12,0,0,0,0,0,0,XNA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31284.0,0.6787354094806589,,,,,,,,,,,,,,2088896.0,Cash loans,1282500.0,THURSDAY,16.0,Y,1.0,XNA,Approved,-1020.0,Cash through the bank,XAP,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1.0,XNA,low_normal,3.0,0-10
105785,0,Cash loans,F,N,Y,0,247500.0,2013840.0,State servant,Higher education,Married,House / apartment,0.032561,-19309,-11469,-7758.0,-360,1,1,0,1,0,0,1,1,THURSDAY,11,0,0,0,0,0,0,School,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82152.0,0.7552155870331958,,,,,,,,,,,,,,2286162.0,Cash loans,1845000.0,TUESDAY,10.0,Y,1.0,XNA,Approved,-450.0,Cash through the bank,XAP,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1.0,XNA,low_normal,3.0,0-10
105786,0,Cash loans,F,N,Y,0,81000.0,549000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,0.010276,-17050,-281,-3962.0,-602,1,1,1,1,1,0,2,2,THURSDAY,14,0,0,0,0,0,0,Trade: type 7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17707.5,0.7057567660035551,,,,,,,,,,,,,,2039308.0,Cash loans,0.0,MONDAY,12.0,Y,1.0,XNA,Canceled,-234.0,XNA,XAP,Repeater,XNA,XNA,XNA,Credit and cash offices,-1.0,XNA,XNA,3.0,0-10
105787,0,Revolving loans,F,N,Y,0,81000.0,180000.0,Working,Higher education,Single / not married,House / apartment,0.006852,-13620,-349,-7502.0,-4431,1,1,0,1,0,0,3,3,MONDAY,13,0,0,0,0,0,0,Trade: type 7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9000.0,0.1667019189128296,6405768.0,Closed,currency 1,-1343.0,0.0,0.0,0.0,Credit card,-1263.0,More than 250,-1343.0,,,1097533.0,Consumer loans,47111.175,SUNDAY,14.0,Y,1.0,XAP,Refused,-204.0,Cash through the bank,LIMIT,Repeater,Mobile,POS,XNA,Country-wide,13.0,Connectivity,low_normal,2.0,0-10
105788,1,Cash loans,M,N,Y,0,180000.0,545040.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.01885,-18990,365243,-6403.0,-2523,1,0,0,1,0,0,2,2,SATURDAY,11,0,0,0,0,0,0,XNA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26640.0,0.2702769198634136,5754448.0,Active,currency 1,-1403.0,0.0,0.0,0.0,Credit card,-8.0,More than 250,-734.0,,,1358546.0,Cash loans,0.0,MONDAY,11.0,Y,1.0,XNA,Canceled,-299.0,XNA,XAP,Repeater,XNA,XNA,XNA,Credit and cash offices,-1.0,XNA,XNA,10.0,0-10
105789,0,Cash loans,F,N,Y,1,110250.0,490495.5,Working,Secondary / secondary special,Married,House / apartment,0.018029,-14807,-153,-2579.0,-4962,1,1,1,1,1,0,3,3,FRIDAY,9,0,0,0,0,0,0,Other,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29335.5,0.5377607648424984,5181398.0,Active,currency 1,-402.0,0.0,0.0,0.0,Consumer credit,-4.0,226-250,-238.0,,,2588805.0,Cash loans,90000.0,SATURDAY,9.0,Y,1.0,XNA,Approved,-503.0,Cash through the bank,XAP,Refreshed,XNA,Cash,x-sell,Credit and cash offices,-1.0,XNA,middle,2.0,0-10
105790,0,Cash loans,F,Y,N,0,90000.0,358443.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0.031329,-19171,-3775,-10776.0,-2720,1,1,0,1,0,0,2,2,SATURDAY,8,0,0,0,0,0,0,Other,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13639.5,0.2622583692422573,5519122.0,Closed,currency 1,-594.0,0.0,0.0,0.0,Credit card,-216.0,More than 250,-594.0,,,1892364.0,Cash loans,486000.0,WEDNESDAY,16.0,Y,1.0,XNA,Canceled,-107.0,XNA,XAP,Repeater,XNA,Cash,x-sell,Contact center,-1.0,XNA,low_action,9.0,0-10
105792,0,Revolving loans,M,Y,Y,0,157500.0,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0.025164,-13830,-203,-7952.0,-4693,1,1,0,1,0,0,2,2,SATURDAY,11,0,0,0,0,1,1,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9000.0,0.7010532587270538,,,,,,,,,,,,,,2754167.0,Cash loans,0.0,TUESDAY,9.0,Y,1.0,XNA,Canceled,-179.0,XNA,XAP,Repeater,XNA,XNA,XNA,Credit and cash offices,-1.0,XNA,XNA,5.0,0-10
